,Date Time, Monitor ID, Location ID, SO2(ppm),data.temp_c,data.hum_prcnt,data.press_hpa,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.location.lat,data.location.lon,data.location.acc,data.timestamp
158,2021-10-23 14:10:00,1,1,0.2,42.415,19.643,955.788,664.5,2829.5,2365.5,1299.5,110.0,-2194.5,0.0,90.0,17.37,78.477,2.95,1634978373667.5
159,2021-10-23 14:11:00,1,1,0.2,42.985,18.847,955.851,648.0,2921.0,2319.0,1315.5,96.5,-1926.5,0.0,90.0,17.37,78.477,3.5,1634978435203.0
160,2021-10-23 14:12:00,1,1,0.2,43.53,18.856,955.771,652.0,2946.0,2328.0,1330.5,109.5,-2181.5,0.0,90.0,17.37,78.477,4.15,1634978498277.0
161,2021-10-23 14:13:00,1,1,0.2,43.8,16.844,955.781,534.5,2417.5,1997.0,1178.5,81.0,-1616.0,0.0,90.0,17.37,78.477,4.0,1634978559862.5
162,2021-10-23 14:14:00,1,1,0.2,43.665,16.438,955.718,582.5,2599.5,2131.5,1229.5,45.5,-327.5,0.0,90.0,17.369,78.476,3.1,1634978621646.5
163,2021-10-23 14:15:00,1,1,0.2,43.24,16.285,955.704,446.5,2141.0,1749.0,1103.0,27.5,-546.5,0.0,90.0,17.369,78.474,3.3,1634978683327.5
164,2021-10-23 14:16:00,1,1,0.2,42.545,17.344,955.678,492.5,2264.0,1879.5,1132.0,100.0,-1998.0,0.0,90.0,17.368,78.47,5.2,1634978744990.5
165,2021-10-23 14:17:00,1,1,0.5,42.02,17.676,955.722,580.0,2542.0,2130.0,1212.0,112.0,-2244.0,0.0,89.0,17.368,78.469,2.9,1634978791877.0
166,2021-10-23 14:18:00,1,1,1.2,41.95,17.66,955.51,509.0,2316.0,1923.5,1147.5,130.0,-2595.5,0.0,89.0,17.37,78.469,2.7,1634978838367.5
167,2021-10-23 14:19:00,1,1,1.2,41.94,17.81,955.683,466.0,2231.5,1805.0,1125.5,145.5,-2894.0,0.0,89.0,17.371,78.469,3.0,1634978900661.0
