,Date Time, Monitor ID, Location ID, NO2(ppm),NO2_ppb,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
2942,2021-06-24 12:17:00,1,1,0.011000000000000001,11,33.24,42.868,941.016,45.622,43.684,50.997,551.0,2460.0,2043.0,1192.0,-0.048,0.016,-0.16,64768.0,256.0,62976.0,124.62,0.14,98.439,114.573,116.57,116.972,117.053,14.62,17.107,18.441,18.708,0.661,22.0,-444.0,0.0,100.0,4172.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624517271395.0
2950,2021-06-24 12:25:00,1,1,0.01,10,33.26,43.015,940.978,44.372,43.727,45.002,551.0,2482.0,2044.0,1193.0,-0.016,-0.016,0.096,65280.0,65280.0,1536.0,125.057,0.194,95.398,111.263,113.356,113.777,113.86,14.218,16.781,18.195,18.477,0.679,20.0,-390.0,0.0,100.0,4182.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624517703291.0
2956,2021-06-24 12:31:00,1,1,0.011000000000000001,11,33.26,43.27,940.857,52.297,44.259,57.876,552.0,2475.0,2041.0,1192.0,-0.032,-0.016,0.016,65024.0,65280.0,256.0,121.579,0.334,93.619,109.023,110.963,111.354,111.432,13.917,16.323,17.623,17.883,0.681,10.0,-204.0,0.0,100.0,4164.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624518097834.0
2963,2021-06-24 12:38:00,1,1,0.01,10,33.24,43.753,940.688,50.389,43.816,60.536,551.0,2475.0,2043.0,1197.0,-0.032,-0.016,-0.064,65024.0,65280.0,64512.0,124.988,0.039,92.714,108.387,110.595,111.04,111.126,13.873,16.533,18.041,18.342,0.665,17.0,-343.0,0.0,100.0,4172.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624518524440.0
2966,2021-06-24 12:41:00,1,1,0.011000000000000001,11,33.25,43.922,940.664,51.025,44.331,56.874,553.0,2482.0,2043.0,1200.0,0.016,0.016,0.08,256.0,256.0,1280.0,124.109,0.218,89.693,104.307,106.068,106.422,106.495,13.302,15.512,16.682,16.916,0.656,22.0,-442.0,0.0,100.0,4167.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624518702252.0
2970,2021-06-24 12:45:00,1,1,0.011000000000000001,11,33.25,44.116,940.737,48.485,43.607,54.224,552.0,2489.0,2054.0,1195.0,-0.016,-0.016,-0.048,65280.0,65280.0,64768.0,121.904,0.094,79.362,92.062,93.463,93.744,93.803,11.72,13.522,14.436,14.619,0.653,16.0,-323.0,0.0,100.0,4171.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624518914226.0
2973,2021-06-24 12:48:00,1,1,0.012,12,33.26,44.239,940.637,48.728,43.541,56.917,552.0,2492.0,2046.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,127.516,0.426,82.708,97.102,99.351,99.806,99.891,12.464,15.11,16.671,16.983,0.686,15.0,-295.0,0.0,100.0,4169.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624519121362.0
2977,2021-06-24 12:52:00,1,1,0.012,12,33.29,44.254,940.607,44.777,43.948,47.089,551.0,2492.0,2040.0,1197.0,-0.016,0.016,-0.032,65280.0,256.0,65024.0,127.556,0.218,75.49,87.599,88.952,89.223,89.28,11.155,12.888,13.773,13.949,0.647,15.0,-303.0,0.0,100.0,4168.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624519350041.0
2980,2021-06-24 12:55:00,1,1,0.012,12,33.33,44.16,940.566,44.434,43.926,45.174,549.0,2471.0,2035.0,1197.0,-0.048,-0.016,0.048,64768.0,65280.0,768.0,127.431,0.494,75.115,86.978,88.196,88.439,88.492,11.059,12.66,13.441,13.597,0.638,20.0,-402.0,0.0,100.0,4161.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624519558616.0
2984,2021-06-24 12:59:00,1,1,0.011000000000000001,11,33.34,44.125,940.43,44.73,43.882,49.138,548.0,2485.0,2039.0,1194.0,0.0,-0.016,0.08,0.0,65280.0,1280.0,126.783,0.457,89.005,103.594,105.401,105.765,105.838,13.219,15.47,16.676,16.918,0.619,20.0,-395.0,0.0,100.0,4173.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624519796157.0
2989,2021-06-24 13:04:00,1,1,0.013000000000000001,13,33.39,43.985,940.447,44.996,44.04,48.258,550.0,2489.0,2040.0,1194.0,-0.032,0.016,0.0,65024.0,256.0,0.0,126.621,0.486,103.649,121.076,123.478,123.963,124.057,15.488,18.399,20.034,20.361,0.652,18.0,-355.0,0.0,100.0,4171.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624520061837.0
2992,2021-06-24 13:07:00,1,1,0.012,12,33.42,43.89,940.432,46.405,45.239,49.711,548.0,2492.0,2040.0,1193.0,0.0,-0.016,-0.16,0.0,65280.0,62976.0,124.353,0.008,129.446,150.382,152.817,153.306,153.407,19.164,22.25,23.856,24.177,0.651,21.0,-417.0,0.0,100.0,4164.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624520244658.0
2995,2021-06-24 13:10:00,1,1,0.011000000000000001,11,33.43,43.819,940.365,44.831,44.339,46.292,549.0,2489.0,2031.0,1192.0,0.016,0.0,-0.032,256.0,0.0,65024.0,124.081,0.148,107.593,125.847,128.453,128.979,129.08,16.113,19.243,21.027,21.384,0.708,12.0,-241.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624520450497.0
2999,2021-06-24 13:14:00,1,1,0.012,12,33.44,43.807,940.39,45.157,44.272,49.443,547.0,2475.0,2035.0,1192.0,-0.032,-0.016,-0.048,65024.0,65280.0,64768.0,123.292,0.11,115.754,134.882,137.338,137.832,137.931,17.225,20.254,21.905,22.235,0.673,9.0,-179.0,0.0,100.0,4161.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624520651276.0
3006,2021-06-24 13:21:00,1,1,0.012,12,33.46,43.736,940.37,45.326,44.125,51.15,550.0,2507.0,2036.0,1196.0,0.0,-0.016,-0.048,0.0,65280.0,64768.0,124.123,0.055,100.443,116.574,118.387,118.75,118.826,14.846,17.165,18.351,18.589,0.653,23.0,-461.0,0.0,100.0,4163.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624521066001.0
3015,2021-06-24 13:30:00,1,1,0.012,12,33.45,43.82,940.396,45.402,43.953,52.864,548.0,2467.0,2035.0,1192.0,0.0,0.016,0.048,0.0,256.0,768.0,125.252,0.117,87.336,100.991,102.314,102.578,102.636,12.828,14.599,15.435,15.602,0.633,18.0,-350.0,0.0,100.0,4164.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624521626808.0
3022,2021-06-24 13:37:00,1,1,0.013000000000000001,13,33.4,43.986,940.4,45.523,44.313,52.148,547.0,2464.0,2032.0,1194.0,0.016,0.016,-0.08,256.0,256.0,64256.0,124.422,0.241,88.442,103.15,105.088,105.479,105.556,13.181,15.556,16.866,17.128,0.647,27.0,-538.0,0.0,100.0,4180.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624522051910.0
3023,2021-06-24 13:38:00,1,1,0.012,12,33.4,44.034,940.396,45.119,44.337,48.628,548.0,2471.0,2034.0,1195.0,0.032,-0.016,0.112,512.0,65280.0,1792.0,125.065,0.181,91.997,107.468,109.602,110.033,110.116,13.748,16.333,17.786,18.077,0.645,21.0,-417.0,0.0,100.0,4151.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624522081364.0
3024,2021-06-24 13:39:00,1,1,0.012,12,33.41,43.987,940.392,44.714,44.125,45.422,548.0,2475.0,2040.0,1199.0,-0.016,-0.016,0.096,65280.0,65280.0,1536.0,124.884,0.194,83.732,97.209,98.739,99.046,99.111,12.382,14.335,15.339,15.54,0.66,6.0,-119.0,0.0,100.0,4174.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624522164740.0
3026,2021-06-24 13:41:00,1,1,0.013000000000000001,13,33.42,43.987,940.349,44.998,44.241,47.258,548.0,2467.0,2031.0,1192.0,0.016,-0.032,-0.064,256.0,65024.0,64512.0,124.54,0.318,83.06,97.288,99.392,99.817,99.897,12.468,14.974,16.423,16.713,0.659,24.0,-476.0,0.0,100.0,4174.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624522264352.0
3029,2021-06-24 13:44:00,1,1,0.012,12,33.47,43.884,940.307,44.963,44.249,47.083,548.0,2482.0,2034.0,1195.0,0.0,0.0,0.096,0.0,0.0,1536.0,122.668,0.031,79.542,91.908,93.064,93.295,93.347,11.668,13.234,13.958,14.103,0.658,16.0,-316.0,0.0,100.0,4167.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624522451110.5
3034,2021-06-24 13:49:00,1,1,0.013999999999999999,14,33.49,43.812,940.173,49.317,44.726,56.068,549.0,2492.0,2035.0,1195.0,-0.032,0.016,-0.192,65024.0,256.0,62464.0,123.998,0.218,73.294,84.903,86.031,86.256,86.306,10.787,12.29,13.005,13.148,0.639,7.5,-154.0,0.0,100.0,4174.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624522758863.5
3046,2021-06-24 14:01:00,1,1,0.013000000000000001,13,33.48,43.786,940.283,45.809,44.314,56.909,548.0,2457.0,2035.0,1192.0,-0.064,0.0,-0.016,64512.0,0.0,65280.0,121.189,0.287,72.924,84.056,84.976,85.158,85.201,10.653,11.952,12.508,12.619,0.62,6.0,-115.0,0.0,100.0,4170.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624523512361.0
3047,2021-06-24 14:02:00,1,1,0.012,12,33.473,43.77,940.214,45.703,44.263,54.519,547.333,2469.0,2032.333,1193.333,-0.032,-0.011,0.048,65024.0,43520.0,22613.333,121.101,0.216,70.437,81.22,82.129,82.31,82.353,10.296,11.572,12.125,12.235,0.624,14.667,-289.667,0.0,100.0,4170.667,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624523556559.333
3052,2021-06-24 14:07:00,1,1,0.012,12,33.51,43.571,940.22,45.017,44.227,47.102,547.0,2482.0,2032.0,1197.0,-0.032,0.0,0.048,65024.0,0.0,768.0,120.4,0.226,65.227,76.285,77.859,78.177,78.238,9.767,11.659,12.736,12.951,0.653,17.0,-333.0,0.0,100.0,4174.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624523831342.5
3062,2021-06-24 14:17:00,1,1,0.013000000000000001,13,33.51,43.378,940.038,45.316,44.566,47.414,542.0,2467.0,2024.0,1185.0,-0.016,0.0,0.048,65280.0,0.0,768.0,121.127,0.023,62.332,72.896,74.398,74.701,74.759,9.332,11.138,12.166,12.371,0.679,14.0,-280.0,0.0,100.0,4174.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624524462412.0
3066,2021-06-24 14:21:00,1,1,0.013000000000000001,13,33.51,43.329,939.91,44.794,44.185,45.326,544.0,2450.0,2026.0,1185.0,0.08,-0.016,0.016,1280.0,65280.0,256.0,120.65,0.434,56.698,65.602,66.488,66.665,66.704,8.337,9.512,10.076,10.189,0.618,13.0,-251.0,0.0,100.0,4162.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624524700330.0
3074,2021-06-24 14:29:00,1,1,0.013000000000000001,13,33.51,43.255,939.792,44.839,44.149,45.652,544.0,2457.0,2024.0,1190.0,0.016,-0.016,-0.048,256.0,65280.0,64768.0,121.158,0.722,53.31,61.484,62.182,62.32,62.353,7.796,8.769,9.195,9.28,0.606,12.0,-248.0,0.0,100.0,4165.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624525188901.0
3082,2021-06-24 14:37:00,1,1,0.013000000000000001,13,33.51,43.17,939.75,45.079,44.142,47.414,542.0,2464.0,2025.0,1187.0,0.016,0.016,-0.08,256.0,256.0,64256.0,123.448,0.233,62.635,72.446,73.406,73.598,73.64,9.204,10.485,11.095,11.216,0.624,7.0,-149.0,0.0,100.0,4177.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624525651404.0
3089,2021-06-24 14:44:00,1,1,0.012,12,33.53,43.088,939.671,45.296,44.356,47.499,542.0,2457.0,2023.0,1190.0,-0.016,-0.016,0.032,65280.0,65280.0,512.0,121.759,0.302,71.708,82.931,84.025,84.243,84.291,10.535,11.997,12.689,12.828,0.655,13.0,-264.0,0.0,100.0,4164.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624526043300.5
3093,2021-06-24 14:48:00,1,1,0.012,12,33.53,43.064,939.638,45.174,44.372,49.52,543.0,2464.0,2017.0,1191.0,0.0,0.0,0.112,0.0,0.0,1792.0,121.353,0.179,83.357,96.556,97.931,98.206,98.266,12.28,14.079,14.964,15.142,0.632,6.0,-120.0,0.0,100.0,4174.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624526309236.5
3096,2021-06-24 14:51:00,1,1,0.013000000000000001,13,33.525,43.094,939.651,49.281,44.142,54.58,541.0,2446.0,2019.0,1186.0,0.0,0.0,-0.048,0.0,0.0,64768.0,121.019,0.086,85.486,99.289,100.882,101.201,101.268,12.651,14.674,15.722,15.932,0.665,19.0,-372.0,0.0,100.0,4173.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624526486036.5
3101,2021-06-24 14:56:00,1,1,0.013999999999999999,14,33.48,43.326,939.551,50.808,44.309,58.831,542.0,2439.0,2023.0,1185.0,-0.016,0.032,-0.224,65280.0,512.0,61952.0,121.011,0.31,74.057,85.588,86.677,86.894,86.943,10.868,12.337,13.021,13.158,0.649,10.0,-205.0,0.0,100.0,4171.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624526798880.0
3107,2021-06-24 15:02:00,1,1,0.013999999999999999,14,33.42,43.442,939.468,50.298,44.499,59.892,542.0,2453.0,2014.0,1187.0,0.016,0.0,0.048,256.0,0.0,768.0,120.987,0.218,65.666,76.217,77.404,77.642,77.692,9.707,11.225,12.003,12.159,0.62,11.0,-223.0,0.0,100.0,4177.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624527175672.5
3113,2021-06-24 15:08:00,1,1,0.011000000000000001,11,33.47,43.617,939.433,44.823,44.131,45.503,544.0,2450.0,2022.0,1192.0,-0.064,-0.016,-0.048,64512.0,65280.0,64768.0,120.845,0.502,65.985,77.286,78.957,79.294,79.359,9.905,11.895,13.045,13.275,0.672,17.0,-340.0,0.0,100.0,4169.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624527530217.5
3120,2021-06-24 15:15:00,1,1,0.013000000000000001,13,33.53,43.852,939.353,45.683,44.27,48.482,546.0,2482.0,2021.0,1193.0,-0.016,0.0,0.032,65280.0,0.0,512.0,120.511,0.387,70.092,81.474,82.825,83.096,83.151,10.387,12.088,12.982,13.161,0.639,15.0,-308.0,0.0,100.0,4176.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624527917480.5
3121,2021-06-24 15:16:00,1,1,0.012,12,33.52,43.937,939.318,46.972,44.392,56.828,544.5,2472.5,2025.5,1193.0,0.0,0.0,-0.072,32768.0,0.0,31616.0,122.656,0.14,58.738,67.865,68.716,68.885,68.924,8.615,9.768,10.301,10.407,0.596,26.5,-535.0,0.0,100.0,4174.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624527983220.5
3123,2021-06-24 15:18:00,1,1,0.012,12,33.52,43.998,939.267,44.919,44.024,47.141,544.0,2464.0,2020.0,1190.0,-0.048,-0.048,-0.096,64768.0,64768.0,64000.0,122.648,0.326,59.205,68.723,69.798,70.013,70.058,8.753,10.126,10.831,10.972,0.623,22.0,-431.0,0.0,100.0,4169.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624528098557.5
3127,2021-06-24 15:22:00,1,1,0.013000000000000001,13,33.47,44.15,939.18,44.908,44.302,45.772,540.0,2471.0,2013.0,1185.0,0.048,-0.032,0.048,768.0,65024.0,768.0,122.49,0.51,58.353,68.176,69.537,69.811,69.865,8.722,10.369,11.296,11.481,0.647,20.0,-393.0,0.0,100.0,4159.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624528377550.0
3128,2021-06-24 15:23:00,1,1,0.012,12,33.47,44.15,939.18,44.908,44.302,45.772,540.0,2471.0,2013.0,1185.0,0.048,-0.032,0.048,768.0,65024.0,768.0,122.49,0.51,58.353,68.176,69.537,69.811,69.865,8.722,10.369,11.296,11.481,0.647,20.0,-393.0,0.0,100.0,4159.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624528380671.0
3132,2021-06-24 15:27:00,1,1,0.012,12,33.45,44.246,939.147,45.01,44.41,47.03,541.0,2453.0,2012.0,1189.0,0.016,-0.016,-0.032,256.0,65280.0,65024.0,122.742,0.094,62.052,72.94,74.689,75.042,75.108,9.371,11.415,12.633,12.877,0.662,9.0,-171.0,0.0,100.0,4169.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624528627071.5
3135,2021-06-24 15:30:00,1,1,0.013999999999999999,14,33.44,44.208,939.145,45.923,44.947,48.279,539.0,2435.0,2009.0,1184.0,-0.016,0.0,0.032,65280.0,0.0,512.0,122.115,0.187,57.712,67.443,68.8,69.074,69.127,8.63,10.269,11.195,11.38,0.628,22.0,-432.0,0.0,100.0,4170.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624528809889.5
3138,2021-06-24 15:33:00,1,1,0.013000000000000001,13,33.45,44.184,939.107,46.28,44.258,54.334,538.0,2425.0,2013.0,1185.0,0.016,-0.016,0.064,256.0,65280.0,1024.0,121.798,0.418,57.422,67.334,68.841,69.146,69.203,8.636,10.42,11.461,11.67,0.643,15.0,-299.0,0.0,100.0,4176.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624529018208.5
3142,2021-06-24 15:37:00,1,1,0.013999999999999999,14,33.44,44.223,939.006,44.913,44.384,46.711,537.25,2441.5,2006.75,1180.25,0.008,-0.008,0.068,32896.0,49024.0,1088.0,120.963,0.42,56.092,66.5,67.76,68.014,68.064,8.499,10.04,10.892,11.062,0.614,18.0,-362.0,0.0,100.0,4170.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624529261298.75
3146,2021-06-24 15:41:00,1,1,0.013000000000000001,13,33.42,44.291,938.916,45.209,44.359,48.531,537.0,2435.0,2007.0,1180.0,-0.016,0.0,-0.192,65280.0,0.0,62464.0,121.104,0.249,53.805,62.84,64.08,64.33,64.378,8.038,9.541,10.384,10.552,0.645,15.0,-296.0,0.0,100.0,4163.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-49.0,4.0,17.445,78.35,14.857,1624529476477.5
3149,2021-06-24 15:44:00,1,1,0.013000000000000001,13,33.44,44.22,938.943,45.704,44.503,49.539,537.0,2428.0,2007.0,1181.0,-0.08,-0.016,0.048,64256.0,65280.0,768.0,121.367,0.11,53.58,62.895,64.346,64.639,64.694,8.073,9.905,10.961,11.175,0.668,21.5,-425.5,0.0,100.0,4178.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624529661635.5
3152,2021-06-24 15:47:00,1,1,0.013999999999999999,14,33.42,44.339,938.981,45.01,44.225,46.212,537.0,2428.0,2006.0,1179.0,0.064,-0.032,0.0,1024.0,65024.0,0.0,121.197,0.094,50.34,59.416,61.0,61.321,61.379,7.655,9.474,10.59,10.814,0.714,20.0,-397.0,0.0,100.0,4176.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624529853690.5
3156,2021-06-24 15:51:00,1,1,0.013999999999999999,14,33.43,44.351,939.034,44.829,44.206,46.194,537.0,2453.0,2005.0,1184.0,-0.016,0.016,0.0,65280.0,256.0,0.0,120.619,0.125,50.495,59.046,60.259,60.503,60.55,7.559,9.017,9.846,10.012,0.666,17.0,-343.0,0.0,100.0,4172.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624530091423.0
3159,2021-06-24 15:54:00,1,1,0.013999999999999999,14,33.42,44.388,939.005,45.03,44.493,46.452,538.0,2414.0,2000.0,1179.0,0.0,-0.016,0.016,0.0,65280.0,256.0,120.314,0.486,53.986,63.408,64.895,65.195,65.251,8.142,9.886,10.92,11.127,0.69,21.0,-411.0,0.0,100.0,4161.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624530286827.0
3163,2021-06-24 15:58:00,1,1,0.015,15,33.42,44.351,939.016,44.979,44.311,45.555,537.0,2428.0,1996.0,1178.0,-0.016,0.016,0.048,65280.0,256.0,768.0,120.775,0.125,48.581,56.973,58.253,58.511,58.56,7.308,8.821,9.705,9.882,0.69,24.0,-483.0,0.0,100.0,4174.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624530494974.0
3167,2021-06-24 16:02:00,1,1,0.013000000000000001,13,33.41,44.411,939.056,48.01,44.571,53.418,536.0,2435.0,2005.0,1179.0,0.0,-0.032,0.0,0.0,65024.0,0.0,119.974,0.172,49.797,58.23,59.425,59.666,59.712,7.454,8.892,9.709,9.873,0.644,9.0,-185.0,0.0,100.0,4167.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624530723718.5
3171,2021-06-24 16:06:00,1,1,0.015,15,33.15,44.906,939.027,44.574,43.837,45.229,532.0,2410.0,1993.0,1176.0,0.016,0.0,-0.048,256.0,0.0,64768.0,119.338,0.148,55.843,65.345,66.716,66.993,67.046,8.369,10.012,10.952,11.14,0.628,16.0,-313.0,0.0,99.0,4136.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624531009934.0
