,Date Time, Monitor ID, Location ID, NO2(ppm),NO2_ppb,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
4169,2021-06-25 09:19:00,1,1,0.012,12,33.75,40.122,940.397,40.726,40.319,41.225,534.0,2553.0,1993.0,1209.0,-0.016,-0.016,0.0,65280.0,65280.0,0.0,53.315,0.342,32.079,37.638,38.494,38.667,38.7,4.829,5.84,6.433,6.551,0.671,18.0,-358.0,0.0,100.0,4180.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624592977266.0
4170,2021-06-25 09:20:00,1,1,0.013999999999999999,14,33.75,40.116,940.406,40.764,40.244,41.21,533.0,2526.5,1995.0,1211.5,-0.008,-0.032,-0.048,32640.0,65024.0,32000.0,51.876,0.213,35.313,41.28,42.119,42.288,42.32,5.283,6.294,6.867,6.981,0.667,9.0,-178.0,0.0,100.0,4177.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593023550.0
4171,2021-06-25 09:21:00,1,1,0.012,12,33.76,40.17,940.39,40.583,40.062,41.012,533.5,2539.0,1998.0,1212.5,0.0,-0.008,-0.016,0.0,32640.0,32512.0,49.703,0.37,33.85,39.544,40.33,40.489,40.519,5.059,6.011,6.546,6.654,0.67,9.5,-189.0,0.0,100.0,4190.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593085656.5
4172,2021-06-25 09:22:00,1,1,0.013000000000000001,13,33.765,40.135,940.411,40.567,40.025,41.037,533.0,2528.0,1996.0,1210.0,-0.024,0.0,-0.056,65152.0,0.0,31872.0,47.207,0.313,29.875,34.882,35.564,35.701,35.728,4.461,5.289,5.752,5.844,0.67,13.5,-271.0,0.0,100.0,4191.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593147766.0
4173,2021-06-25 09:23:00,1,1,0.013000000000000001,13,33.77,40.136,940.437,40.511,40.082,41.001,533.5,2544.0,1993.0,1209.5,0.032,-0.024,-0.032,512.0,65152.0,32256.0,46.006,0.313,31.571,36.854,37.569,37.713,37.741,4.712,5.582,6.067,6.164,0.675,11.5,-229.5,0.0,100.0,4189.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593209968.5
4174,2021-06-25 09:24:00,1,1,0.013000000000000001,13,33.775,40.13,940.385,40.512,40.069,40.917,533.5,2537.0,1994.5,1213.5,-0.008,-0.016,-0.008,32640.0,32512.0,32640.0,46.391,0.16,30.71,35.733,36.349,36.473,36.498,4.559,5.328,5.738,5.821,0.647,11.0,-215.0,0.0,100.0,4182.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593271882.5
4175,2021-06-25 09:25:00,1,1,0.013000000000000001,13,33.78,40.161,940.409,40.485,40.038,41.079,533.5,2548.0,1993.5,1210.0,-0.008,-0.024,-0.008,32640.0,32384.0,32640.0,46.429,0.309,32.079,37.245,37.833,37.952,37.976,4.744,5.494,5.881,5.958,0.646,11.5,-228.5,0.0,100.0,4192.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593333795.5
4179,2021-06-25 09:29:00,1,1,0.013000000000000001,13,33.79,40.053,940.385,40.437,40.012,40.849,534.0,2542.0,1993.0,1212.0,0.032,0.0,0.016,512.0,0.0,256.0,47.271,0.426,34.429,39.848,40.393,40.502,40.526,5.065,5.787,6.135,6.205,0.61,14.0,-271.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593590394.0
4186,2021-06-25 09:36:00,1,1,0.01,10,33.81,40.126,940.318,40.164,39.651,40.632,533.0,2550.0,1994.0,1211.0,0.0,-0.016,-0.064,0.0,65280.0,64512.0,43.835,0.008,33.427,39.128,39.957,40.125,40.157,5.012,6.004,6.574,6.688,0.641,12.0,-241.0,0.0,100.0,4188.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624593968820.0
4193,2021-06-25 09:43:00,1,1,0.013999999999999999,14,33.82,40.116,940.383,40.423,39.867,40.916,533.0,2532.0,1993.0,1214.0,0.016,0.0,-0.032,256.0,0.0,65024.0,44.845,0.008,32.634,38.405,39.356,39.548,39.584,4.938,6.043,6.708,6.841,0.669,14.0,-274.0,0.0,100.0,4189.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624594392762.0
4199,2021-06-25 09:49:00,1,1,0.013000000000000001,13,33.83,40.056,940.306,40.231,39.703,40.628,534.0,2535.0,1998.0,1210.0,0.0,0.0,-0.144,0.0,0.0,63232.0,58.096,0.103,27.965,32.805,33.548,33.698,33.726,4.209,5.086,5.6,5.703,0.633,11.0,-225.0,0.0,100.0,4201.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624594783481.0
4205,2021-06-25 09:55:00,1,1,0.012,12,33.86,40.009,940.134,40.112,39.582,40.639,534.0,2528.0,1996.0,1212.0,0.064,-0.032,0.144,1024.0,65024.0,2304.0,60.09,0.187,34.436,40.062,40.749,40.887,40.915,5.11,5.969,6.426,6.518,0.643,7.0,-137.0,0.0,100.0,4189.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624595131587.0
4217,2021-06-25 10:07:00,1,1,0.015,15,33.92,39.979,940.126,39.656,39.214,40.102,533.0,2553.0,1995.0,1216.0,-0.016,0.0,0.016,65280.0,0.0,256.0,47.115,0.332,30.352,35.841,36.807,37.003,37.038,4.619,5.726,6.408,6.544,0.669,14.0,-275.0,0.0,100.0,4183.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624595841480.0
4226,2021-06-25 10:16:00,1,1,0.013999999999999999,14,33.97,39.959,940.141,39.394,38.949,39.826,532.0,2550.0,1996.0,1216.0,0.032,0.0,0.016,512.0,0.0,256.0,47.267,0.457,26.954,31.634,32.36,32.507,32.535,4.06,4.915,5.419,5.52,0.643,12.0,-235.0,0.0,100.0,4197.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624596404170.0
4235,2021-06-25 10:25:00,1,1,0.013999999999999999,14,33.99,39.887,940.165,39.201,38.684,39.47,533.0,2560.0,1996.0,1215.0,-0.016,-0.016,-0.016,65280.0,65280.0,65280.0,43.542,0.031,27.165,31.912,32.664,32.816,32.844,4.098,4.98,5.503,5.607,0.639,13.0,-260.0,0.0,100.0,4190.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624596901631.0
4245,2021-06-25 10:35:00,1,1,0.012,12,33.98,39.887,940.009,39.522,39.071,39.855,534.0,2564.0,2001.0,1217.0,0.0,-0.016,-0.048,0.0,65280.0,64768.0,44.559,0.218,28.709,33.513,34.164,34.295,34.32,4.285,5.077,5.518,5.606,0.635,0.0,36.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624597505953.0
4251,2021-06-25 10:41:00,1,1,0.013000000000000001,13,33.99,39.9,939.979,39.575,39.201,39.927,534.0,2535.0,1996.0,1214.0,-0.064,-0.016,0.08,64512.0,65280.0,1280.0,44.382,0.117,29.543,36.823,37.739,37.924,37.958,4.735,5.799,6.44,6.568,0.652,11.0,-228.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624597890749.0
4271,2021-06-25 11:01:00,1,1,0.012,12,34.02,39.793,939.705,39.604,39.238,39.977,533.0,2560.0,2005.0,1218.0,-0.08,0.0,0.032,64256.0,0.0,512.0,52.102,0.218,28.807,34.054,34.998,35.189,35.224,4.392,5.469,6.136,6.27,0.662,10.0,-206.0,0.0,100.0,4184.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624599074726.0
4280,2021-06-25 11:10:00,1,1,0.013999999999999999,14,34.05,39.71,939.675,39.672,39.224,40.794,533.0,2571.0,1999.0,1219.0,-0.016,-0.016,0.096,65280.0,256.0,1536.0,49.607,0.094,29.317,34.69,35.672,35.871,35.907,4.477,5.594,6.29,6.43,0.69,10.0,-197.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624599602366.0
4289,2021-06-25 11:19:00,1,1,0.013999999999999999,14,34.05,39.65,939.683,39.515,38.991,40.179,535.0,2550.0,1999.0,1212.0,0.016,-0.016,0.0,256.0,65280.0,0.0,51.79,0.117,29.702,35.235,36.291,36.505,36.543,4.555,5.746,6.498,6.648,0.693,10.0,-192.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624600152708.0
4300,2021-06-25 11:30:00,1,1,0.012,12,34.07,39.53,939.852,39.477,39.009,39.882,537.0,2550.0,1999.0,1218.0,0.0,0.016,-0.096,0.0,256.0,64000.0,48.068,0.0,26.797,31.511,32.275,32.429,32.458,4.049,4.94,5.472,5.579,0.68,8.0,-160.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624600858307.0
4311,2021-06-25 11:41:00,1,1,0.013000000000000001,13,34.08,39.482,939.702,39.657,39.161,40.208,535.0,2553.0,2001.0,1220.0,-0.032,0.0,0.032,65024.0,0.0,512.0,42.504,0.047,28.017,33.726,35.056,35.327,35.372,4.402,5.851,6.818,7.011,0.71,11.0,-227.0,0.0,100.0,4180.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624601485076.0
4319,2021-06-25 11:49:00,1,1,0.013000000000000001,13,34.09,39.458,939.645,39.673,39.189,40.402,539.0,2567.0,2005.0,1213.0,0.0,0.0,-0.08,0.0,0.0,64256.0,43.398,0.179,27.259,32.431,33.465,33.675,33.712,4.201,5.357,6.097,6.245,0.69,5.0,-95.0,0.0,100.0,4180.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624601942571.0
4327,2021-06-25 11:57:00,1,1,0.012,12,34.1,39.423,939.56,40.934,39.999,42.482,538.0,2564.0,2006.0,1222.0,0.016,-0.032,0.032,256.0,65024.0,512.0,48.18,0.478,25.189,29.872,30.761,30.941,30.973,3.861,4.864,5.497,5.624,0.698,11.0,-214.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624602441214.0
4333,2021-06-25 12:03:00,1,1,0.012,12,34.1,39.423,939.505,39.583,39.037,40.975,539.0,2567.0,2006.0,1224.0,0.0,-0.064,0.128,0.0,64512.0,2048.0,42.254,0.287,28.117,33.257,34.19,34.379,34.413,4.291,5.353,6.014,6.146,0.681,7.0,-148.0,0.0,100.0,4184.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-53.0,4.0,17.445,78.35,14.857,1624602832833.0
4339,2021-06-25 12:09:00,1,1,0.012,12,34.06,39.516,939.552,41.429,39.232,54.842,544.0,2528.0,2020.0,1208.0,0.048,0.0,-0.032,768.0,0.0,65024.0,54.034,0.441,28.389,33.857,34.99,35.22,35.26,4.392,5.65,6.464,6.627,0.695,11.0,-222.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624603186908.0
4345,2021-06-25 12:15:00,1,1,0.012,12,33.97,39.764,939.428,39.467,38.805,40.33,547.0,2589.0,2037.0,1228.0,-0.032,0.0,0.0,65024.0,0.0,0.0,42.361,0.062,26.248,30.926,31.715,31.875,31.904,3.98,4.892,5.446,5.556,0.666,12.0,-247.0,0.0,100.0,4188.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624603528183.0
4352,2021-06-25 12:22:00,1,1,0.013000000000000001,13,34.05,39.577,939.347,39.899,39.458,40.286,548.0,2596.0,2035.0,1224.0,0.016,0.0,-0.016,256.0,0.0,65280.0,43.92,0.086,31.772,37.831,39.056,39.305,39.348,4.903,6.27,7.148,7.324,0.703,16.0,-314.0,0.0,100.0,4197.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624603965935.0
4361,2021-06-25 12:31:00,1,1,0.013000000000000001,13,34.08,39.506,939.256,40.222,39.372,44.73,547.0,2596.0,2043.0,1224.0,0.0,0.016,0.048,0.0,256.0,768.0,42.427,0.008,27.531,32.718,33.737,33.943,33.98,4.235,5.377,6.105,6.251,0.675,19.0,-379.0,0.0,100.0,4176.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624604460198.0
4369,2021-06-25 12:39:00,1,1,0.013000000000000001,13,34.08,39.482,939.163,39.633,39.17,40.346,549.0,2585.0,2041.0,1229.0,0.0,-0.032,-0.016,0.0,65024.0,65280.0,38.664,0.094,29.371,34.767,35.76,35.961,35.997,4.488,5.616,6.32,6.461,0.676,7.0,-136.0,0.0,100.0,4196.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624604999738.0
4378,2021-06-25 12:48:00,1,1,0.012,12,34.09,39.446,939.041,40.548,39.624,41.335,552.0,2603.0,2044.0,1230.0,0.064,-0.016,-0.016,1024.0,65280.0,65280.0,43.698,0.039,25.499,29.888,30.548,30.682,30.707,3.832,4.616,5.071,5.163,0.682,18.0,-363.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624605537265.0
4387,2021-06-25 12:57:00,1,1,0.013000000000000001,13,34.09,39.397,938.867,39.75,39.442,40.109,550.0,2596.0,2039.0,1222.0,-0.016,0.016,0.032,65280.0,256.0,512.0,38.762,0.031,31.82,37.153,37.878,38.025,38.053,4.751,5.633,6.126,6.225,0.667,5.0,-103.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624606068589.0
4396,2021-06-25 13:06:00,1,1,0.012,12,34.09,39.385,938.797,39.739,39.319,40.098,551.0,2589.0,2041.0,1225.0,0.0,0.016,-0.016,768.0,65280.0,65280.0,40.914,0.295,25.076,29.506,30.234,30.381,30.408,3.793,4.64,5.148,5.25,0.665,14.0,-270.0,0.0,100.0,4191.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624606566245.0
4406,2021-06-25 13:16:00,1,1,0.013000000000000001,13,34.09,39.385,938.59,39.53,39.233,40.215,553.0,2589.0,2046.0,1226.0,0.0,0.0,-0.08,0.0,0.0,64256.0,39.062,0.125,26.969,31.244,31.692,31.781,31.801,3.974,4.559,4.848,4.905,0.617,13.0,-266.0,0.0,100.0,4181.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624607172712.0
4412,2021-06-25 13:22:00,1,1,0.012,12,34.09,39.385,938.549,39.415,39.17,39.649,552.0,2599.5,2043.0,1225.5,-0.016,-0.008,-0.064,32512.0,32640.0,64512.0,38.038,0.252,27.384,32.034,32.7,32.835,32.861,4.102,4.902,5.358,5.449,0.66,8.0,-164.5,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624607554697.0
4418,2021-06-25 13:28:00,1,1,0.013999999999999999,14,34.09,39.373,938.46,39.361,39.074,39.612,552.0,2592.0,2043.0,1224.0,-0.016,0.0,-0.032,65280.0,0.0,65024.0,40.926,0.357,23.911,27.756,28.191,28.278,28.296,3.535,4.09,4.375,4.432,0.646,8.0,-167.0,0.0,100.0,4183.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624607937415.0
4425,2021-06-25 13:35:00,1,1,0.013000000000000001,13,34.09,39.336,938.341,39.638,39.283,40.53,551.0,2596.0,2042.0,1221.0,-0.016,0.0,0.064,65280.0,0.0,1024.0,38.827,0.363,32.647,38.386,39.314,39.501,39.536,4.932,6.015,6.662,6.791,0.66,13.0,-251.0,0.0,100.0,4194.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624608342885.0
4432,2021-06-25 13:42:00,1,1,0.013000000000000001,13,34.08,39.324,938.25,39.61,39.205,40.334,554.0,2592.0,2045.0,1227.0,-0.016,0.032,0.064,65280.0,512.0,1024.0,35.231,0.734,30.214,35.174,35.792,35.917,35.942,4.489,5.258,5.671,5.754,0.638,13.0,-255.0,0.0,100.0,4190.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624608729361.0
4437,2021-06-25 13:47:00,1,1,0.012,12,34.08,39.348,938.201,39.854,39.586,40.188,552.0,2589.0,2049.0,1228.0,-0.016,-0.016,0.08,65280.0,65280.0,1280.0,36.215,0.0,27.285,31.663,32.153,32.251,32.271,4.032,4.659,4.98,5.044,0.63,12.0,-235.0,0.0,100.0,4198.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624609042140.0
4445,2021-06-25 13:55:00,1,1,0.013999999999999999,14,34.08,39.336,938.159,39.374,39.091,39.615,552.0,2592.0,2051.0,1229.0,0.0,0.0,-0.16,0.0,0.0,62976.0,36.704,0.062,26.026,30.463,31.108,31.239,31.264,3.902,4.674,5.116,5.205,0.642,10.0,-193.0,0.0,100.0,4176.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624609530166.0
4452,2021-06-25 14:02:00,1,1,0.011000000000000001,11,34.07,39.347,938.075,39.617,39.261,39.894,553.0,2589.0,2042.0,1228.0,-0.032,-0.048,0.016,65024.0,64768.0,256.0,38.641,0.387,29.316,34.476,35.313,35.483,35.514,4.431,5.407,5.991,6.108,0.661,13.0,-262.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624609928609.0
4457,2021-06-25 14:07:00,1,1,0.012,12,34.06,39.347,938.025,39.906,39.086,40.997,553.0,2596.0,2053.0,1228.0,-0.032,-0.016,-0.016,65024.0,65280.0,65280.0,37.626,0.365,24.859,29.274,30.011,30.16,30.188,3.766,4.62,5.136,5.239,0.669,11.0,-229.0,0.0,100.0,4187.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624610267522.0
4463,2021-06-25 14:13:00,1,1,0.013999999999999999,14,34.06,39.359,937.97,39.846,39.422,40.348,554.0,2589.0,2054.0,1227.0,-0.032,-0.032,0.0,65024.0,65024.0,0.0,35.722,0.279,26.768,34.712,35.171,35.263,35.283,4.41,5.023,5.314,5.372,0.61,8.0,-166.0,0.0,100.0,4183.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624610618261.0
4470,2021-06-25 14:20:00,1,1,0.012,12,34.05,39.346,937.857,39.79,39.465,40.243,554.0,2589.0,2056.0,1223.0,0.0,0.016,0.016,0.0,256.0,256.0,38.238,0.157,24.224,28.157,28.623,28.717,28.736,3.59,4.177,4.485,4.547,0.64,10.0,-191.0,0.0,100.0,4200.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624611045747.0
4476,2021-06-25 14:26:00,1,1,0.013000000000000001,13,34.06,39.334,937.879,40.176,39.562,41.924,552.0,2610.0,2049.0,1226.0,0.0,0.0,0.032,0.0,0.0,512.0,39.558,0.157,23.293,27.05,27.482,27.569,27.587,3.446,3.995,4.279,4.336,0.651,8.0,-156.0,0.0,100.0,4189.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624611406698.0
4486,2021-06-25 14:36:00,1,1,0.013000000000000001,13,34.05,39.322,937.737,39.865,39.525,40.15,552.0,2585.0,2047.0,1226.0,0.016,-0.016,-0.112,256.0,65280.0,63744.0,40.719,0.457,25.843,29.825,30.176,30.246,30.262,3.783,4.268,4.485,4.528,0.619,11.0,-228.0,0.0,100.0,4188.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624612004519.5
4494,2021-06-25 14:44:00,1,1,0.012,12,34.06,39.322,937.524,39.591,39.159,39.801,552.0,2596.0,2050.0,1228.0,0.0,0.0,0.016,0.0,0.0,256.0,40.625,0.194,25.396,29.363,29.745,29.821,29.838,3.729,4.242,4.483,4.531,0.577,20.0,-399.0,0.0,100.0,4179.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624612452086.0
4502,2021-06-25 14:52:00,1,1,0.012,12,34.07,39.286,937.425,39.939,39.414,40.778,554.0,2607.0,2050.0,1228.0,0.0,0.0,-0.048,0.0,0.0,64768.0,40.746,0.164,23.77,27.367,27.645,27.7,27.714,3.466,3.868,4.033,4.066,0.592,8.0,-157.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624612934338.5
4508,2021-06-25 14:58:00,1,1,0.011000000000000001,11,34.07,39.335,937.249,39.917,39.439,40.931,554.0,2610.0,2055.0,1226.0,-0.032,-0.016,-0.08,65024.0,65280.0,64256.0,40.375,0.149,23.737,27.337,27.621,27.678,27.691,3.463,3.87,4.039,4.073,0.592,8.0,-160.0,0.0,100.0,4186.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624613324952.5
4514,2021-06-25 15:04:00,1,1,0.013000000000000001,13,34.08,39.287,937.233,39.843,39.267,41.342,554.0,2600.0,2052.0,1226.0,0.0,-0.016,-0.064,0.0,65280.0,64512.0,41.617,0.379,25.495,29.416,29.757,29.824,29.84,3.731,4.204,4.413,4.455,0.594,11.0,-215.0,0.0,100.0,4179.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624613683257.0
4520,2021-06-25 15:10:00,1,1,0.013000000000000001,13,34.08,39.336,937.231,41.178,39.193,44.651,553.0,2603.0,2052.0,1229.0,0.032,-0.016,0.0,512.0,65280.0,0.0,43.974,0.016,24.55,28.313,28.633,28.697,28.712,3.59,4.037,4.233,4.272,0.598,12.0,-232.0,0.0,100.0,4181.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624614047205.5
4525,2021-06-25 15:15:00,1,1,0.013000000000000001,13,34.1,39.35,937.172,40.108,39.569,40.715,555.0,2603.0,2056.0,1225.0,-0.064,-0.016,-0.08,64512.0,65280.0,64256.0,44.296,0.086,26.262,30.436,30.88,30.969,30.988,3.872,4.45,4.737,4.794,0.586,7.0,-144.0,0.0,100.0,4168.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,27.317,,-58.0,4.0,17.445,78.35,14.857,1624614353506.5
